time,open,high,low,close,Basis,Upper,Lower,Basis,Upper,Lower,EMA,EMA,Volume,Volume MA
2021-08-23T12:00:00Z,1793.2,1809.1,1792,1805.8,1801.207918268094,1808.5110378452719,1793.9047986909163,1789.987828637722,1792.2540050512912,1787.7216522241529,NaN,NaN,47297,10299.35
2021-08-23T14:00:00Z,1805.9,1808,1797.8,1807.4,1804.603959134047,1810.5371051988025,1798.6708130692916,1793.8939143188609,1797.2349055196573,1790.5529231180644,NaN,NaN,30207,11596.15
2021-08-23T16:00:00Z,1807.4,1808.4,1805.2,1807,1806.5019795670237,1806.9565856270453,1806.047373507002,1799.5469571594303,1804.949014379029,1794.1448999398317,NaN,NaN,9863,11831.6
2021-08-23T18:00:00Z,1807,1807.8,1805.6,1806.2,1807.1509897835117,1807.400433615117,1806.9015459519064,1802.5734785797151,1806.1598726188558,1798.9870845405744,NaN,NaN,4416,11874.6
2021-08-23T20:00:00Z,1806.2,1808,1805.9,1807.8,1807.5754948917559,1807.8249387233611,1807.3260510601506,1804.2367392898577,1804.5234834323583,1803.9499951473572,NaN,NaN,1821,11734.85
2021-08-23T22:00:00Z,1807.6,1808.4,1807.1,1807.3,1807.987747445878,1808.2371912774834,1807.7383036142728,1805.6683696449288,1806.3164437003416,1805.020295589516,NaN,NaN,1590,11424
2021-08-24T00:00:00Z,1807.1,1807.4,1803.8,1806.5,1807.693873722939,1808.1048346597463,1807.2829127861319,1804.7341848224644,1806.098002985457,1803.3703666594718,NaN,NaN,5621,11288.55
2021-08-24T02:00:00Z,1806.6,1807,1803.1,1803.4,1807.3469368614697,1807.9357209220034,1806.758152800936,1803.9170924112323,1805.6612891328457,1802.1728956896188,NaN,NaN,4137,11110.15
2021-08-24T04:00:00Z,1803.4,1806.2,1803,1805.6,1806.7734684307347,1807.2723560846111,1806.2745807768583,1803.4585462056161,1803.814448788233,1803.1026436229993,NaN,NaN,3747,10119.2
2021-08-24T06:00:00Z,1805.6,1807.3,1802.6,1804,1807.0367342153672,1807.501013827219,1806.5724546035156,1803.029273102808,1803.2452977479475,1802.8132484576686,NaN,NaN,13281,9606.4
2021-08-24T08:00:00Z,1804,1806.1,1802.7,1805.2,1806.5683671076836,1807.1120173247546,1806.0247168906126,1802.8646365514041,1803.034603810308,1802.6946692925003,NaN,NaN,8756,9483.95
2021-08-24T10:00:00Z,1805.2,1808,1805.1,1806.2,1807.2841835538418,1808.0687570417242,1806.4996100659594,1803.982318275702,1805.1379806559576,1802.8266558954465,NaN,NaN,6811,9633.4
2021-08-24T12:00:00Z,1806.3,1811.9,1803.6,1809.1,1809.5920917769208,1812.0064009721843,1807.1777825816573,1803.791159137851,1804.7811086213894,1802.8012096543127,NaN,NaN,34467,11272.85
2021-08-24T14:00:00Z,1809.1,1812.2,1805.9,1808.7,1810.8960458884603,1812.809158535957,1808.9829332409636,1804.8455795689256,1805.7989362013154,1803.8922229365357,NaN,NaN,20755,12130.8
2021-08-24T16:00:00Z,1808.6,1809.3,1807.1,1807.9,1810.0980229442303,1811.4001579443084,1808.7958879441521,1805.9727897844627,1807.424991171888,1804.5205883970375,NaN,NaN,6111,11923.05
2021-08-24T18:00:00Z,1807.8,1808.9,1805.4,1805.4,1809.4990114721152,1810.9694611398083,1808.028561804422,1805.6863948922314,1806.3997593639751,1804.9730304204877,NaN,NaN,4845,11856.75
2021-08-24T20:00:00Z,1805.5,1806.4,1804.8,1805,1807.9495057360577,1809.2327308403771,1806.6662806317383,1805.2431974461156,1806.2173067159054,1804.2690881763258,NaN,NaN,1727,11764.35
2021-08-24T22:00:00Z,1805.1,1805.3,1803.1,1803.8,1806.6247528680287,1808.1310360056702,1805.1184697303872,1804.1715987230577,1805.1457079918914,1803.197489454224,NaN,NaN,1843,11487.9
2021-08-25T00:00:00Z,1803.8,1804.7,1795.6,1796.2,1805.6623764340143,1806.3663335043282,1804.9584193637004,1799.8857993615288,1803.8827426354496,1795.888856087608,NaN,NaN,14748,11737.85
2021-08-25T02:00:00Z,1796.2,1797.9,1795.1,1796.4,1801.7811882170072,1805.1371116703724,1798.425264763642,1797.4928996807644,1801.1519827445347,1793.833816616994,NaN,NaN,5811,11392.7
2021-08-25T04:00:00Z,1796.3,1798.4,1793.5,1796.7,1800.0905941085036,1803.1850335663564,1796.9961546506509,1795.4964498403822,1796.3921184183732,1794.6007812623911,NaN,NaN,6653,9360.5
2021-08-25T06:00:00Z,1796.6,1798.9,1793.1,1795.9,1799.4952970542518,1799.903545349088,1799.0870487594154,1794.298224920191,1795.1623236683456,1793.4341261720363,NaN,NaN,12869,8493.6
2021-08-25T08:00:00Z,1795.9,1797.8,1793.7,1795.7,1798.647648527126,1799.0973397820894,1798.1979572721625,1793.9991124600956,1794.2485562440975,1793.7496686760937,NaN,NaN,9014,8451.15
2021-08-25T10:00:00Z,1795.6,1796.9,1791.6,1795.7,1797.773824263563,1798.5916805413501,1796.955967985776,1792.7995562300478,1793.682732304965,1791.9163801551306,NaN,NaN,11222,8791.45
2021-08-25T12:00:00Z,1795.8,1799.9,1786.7,1790.9,1798.8369121317814,1800.0938926417348,1797.579931621828,1789.749778115024,1792.6827326324712,1786.8168235975766,NaN,NaN,46865,11043.65
2021-08-25T14:00:00Z,1790.9,1791.5,1784,1790.7,1795.1684560658907,1798.644085505633,1791.6928266261484,1786.874889057512,1790.0206092509386,1783.7291688640855,NaN,NaN,30671,12497.7
2021-08-25T16:00:00Z,1790.8,1793.7,1789.9,1791,1794.4342280329454,1797.9907556781488,1790.877700387742,1788.387444528756,1790.7989908241423,1785.97589823337,NaN,NaN,10816,12757.45
2021-08-25T18:00:00Z,1791,1794.8,1791,1792.8,1794.6171140164727,1795.9890550596263,1793.245172973319,1789.693722264378,1792.7672652762485,1786.6201792525076,NaN,NaN,5736,12837.4
2021-08-25T20:00:00Z,1792.7,1792.9,1791.6,1792.7,1793.7585570082365,1794.5374451068622,1792.9796689096108,1790.6468611321889,1791.3508181869577,1789.94290407742,NaN,NaN,1244,12712.25
2021-08-25T22:00:00Z,1793,1793.4,1792.2,1793.4,1793.5792785041183,1794.3834343784474,1792.7751226297892,1791.4234305660943,1791.9133284934921,1790.9335326386965,NaN,NaN,1003,12098.35
2021-08-26T00:00:00Z,1793.3,1793.8,1789.3,1792,1793.6896392520591,1794.0578179564573,1793.321460547661,1790.361715283047,1791.6116041584721,1789.111826407622,NaN,NaN,5166,11918.85
2021-08-26T02:00:00Z,1791.9,1792.1,1788.1,1789.3,1792.8948196260294,1793.6205376633143,1792.1691015887445,1789.2308576415235,1790.9519683880328,1787.5097468950141,NaN,NaN,3111,11733.85
2021-08-26T04:00:00Z,1789.3,1789.8,1787.6,1787.9,1791.3474098130146,1792.9865152613372,1789.708304364692,1788.4154288207617,1789.1287932918528,1787.7020643496705,NaN,NaN,4647,10242.85
2021-08-26T06:00:00Z,1788,1789.6,1785,1788.4,1790.4737049065072,1791.608018209531,1789.3393916034834,1786.707714410381,1788.0666355437274,1785.3487932770345,NaN,NaN,9000,9655.1
2021-08-26T08:00:00Z,1788.5,1788.5,1784.6,1787.1,1789.4868524532535,1790.0584000627491,1788.915304843758,1785.6538572051904,1786.9838530205436,1784.3238613898372,NaN,NaN,7119,9705.5
2021-08-26T10:00:00Z,1787.1,1792,1786.8,1790.2,1790.7434262266268,1792.2047802423613,1789.2820722108922,1786.2269286025953,1787.183775265484,1785.2700819397066,NaN,NaN,8730,9899.75
2021-08-26T12:00:00Z,1790.1,1792.8,1781.3,1787.8,1791.7717131133134,1793.6389749242373,1789.9044513023894,1783.7634643012975,1786.0237494312553,1781.5031791713398,NaN,NaN,40726,11849.7
2021-08-26T14:00:00Z,1787.7,1800.4,1787.4,1795,1796.0858565566568,1799.8712084415147,1792.300504671799,1785.5817321506488,1788.3268287855592,1782.8366355157384,NaN,NaN,33977,13456.4
2021-08-26T16:00:00Z,1795,1796.2,1792.7,1793.2,1796.1429282783283,1799.2513398061267,1793.03451675053,1789.1408660753245,1793.7987148852449,1784.4830172654042,NaN,NaN,10376,13237.8
2021-08-26T18:00:00Z,1793.3,1794.8,1792,1794.6,1795.4714641391643,1797.8510065794705,1793.091921698858,1790.5704330376623,1792.9213193910102,1788.2195466843143,NaN,NaN,4597,13177.1
2021-08-26T20:00:00Z,1794.6,1794.8,1793.1,1794.3,1795.135732069582,1795.7956984017408,1794.4757657374232,1791.8352165188312,1792.2898225547813,1791.3806104828811,NaN,NaN,1052,12897.05
2021-08-26T22:00:00Z,1795.2,1795.8,1794.2,1795.5,1795.4678660347909,1795.9392705598075,1794.9964615097742,1793.0176082594157,1793.915754488053,1792.1194620307785,NaN,NaN,1364,12321.8
2021-08-27T00:00:00Z,1795.5,1797.9,1794.9,1797,1796.6839330173955,1797.9757878441635,1795.3920781906274,1793.958804129708,1794.6996744750804,1793.2179337843354,NaN,NaN,5359,12139.05
2021-08-27T02:00:00Z,1796.9,1801.8,1796.9,1800.3,1799.2419665086977,1801.727927088412,1796.7560059289835,1795.429402064854,1796.5734688764346,1794.2853352532734,NaN,NaN,6792,11917.55
2021-08-27T04:00:00Z,1800.3,1805.2,1799.9,1804.3,1802.220983254349,1805.2035250493755,1799.2384414593225,1797.664701032427,1799.7195056953874,1795.6098963694667,NaN,NaN,6963,9922.45
2021-08-27T06:00:00Z,1804.4,1807.7,1802.5,1804.1,1804.9604916271746,1807.378479772583,1802.5425034817663,1800.0823505162134,1802.3704841522974,1797.7942168801294,NaN,NaN,11343,8956.05
2021-08-27T08:00:00Z,1804,1804.1,1796.8,1799,1804.5302458135873,1806.0365289520016,1803.023962675173,1798.4411752581068,1800.7711728694803,1796.1111776467333,NaN,NaN,10237,8927.1
2021-08-27T10:00:00Z,1799,1799,1794,1798.9,1801.7651229067937,1805.334436566927,1798.1958092466605,1796.2205876290534,1799.7573783875725,1792.6837968705343,NaN,NaN,9780,9129.3
2021-08-27T12:00:00Z,1798.9,1802.9,1789.2,1794.5,1802.332561453397,1804.5097155602255,1800.1554073465684,1792.7102938145267,1795.8485877570051,1789.5719998720483,NaN,NaN,40629,11098.55
2021-08-27T14:00:00Z,1794.6,1816.1,1785.2,1815.7,1809.2162807266984,1816.5333839790535,1801.8991774743433,1788.9551469072635,1792.5526769214716,1785.3576168930554,NaN,NaN,70137,14555.25
2021-08-27T16:00:00Z,1815.7,1821.6,1815.5,1820.9,1815.408140363349,1823.2551497019854,1807.5611310247127,1802.2275734536317,1815.6678942162791,1788.7872526909844,NaN,NaN,23849,15489.4
2021-08-27T18:00:00Z,1820.8,1821.9,1818.9,1821.8,1818.6540701816746,1821.3203201500485,1815.9878202133007,1810.563786726816,1825.712457368221,1795.415116085411,NaN,NaN,7896,15728.65
2021-08-27T20:00:00Z,1821.7,1821.9,1819.6,1820.5,1820.2770350908372,1820.4184564668967,1820.1356137147777,1815.081893363408,1816.872610159999,1813.2911765668168,NaN,NaN,1803,15586.45
2021-08-29T22:00:00Z,1821.6,1822.2,1820.3,1821.1,1821.2385175454187,1821.3799389231247,1821.0970961677128,1817.690946681704,1818.2624942712384,1817.1193990921695,NaN,NaN,3003,15286.6
2021-08-30T00:00:00Z,1821.1,1826.5,1819.3,1820.7,1823.8692587727094,1825.9705811089923,1821.7679364364265,1818.495473340852,1818.9144668216952,1818.0764798600087,NaN,NaN,12829,15572.1
2021-08-30T02:00:00Z,1820.7,1821.8,1816,1817.9,1822.8346293863547,1824.9622258406746,1820.7070329320347,1817.247736670426,1819.0850051691066,1815.4104681717456,NaN,NaN,6617,15466.45
2021-08-30T04:00:00Z,1817.9,1821,1817.3,1817.9,1821.9173146931773,1824.3435600791122,1819.4910693072425,1817.2738683352131,1818.6311531995784,1815.9165834708479,NaN,NaN,4435,13651.9
2021-08-30T06:00:00Z,1818,1818.6,1815.3,1817.7,1820.2586573465887,1821.618395885626,1818.8989188075516,1816.2869341676064,1817.1155876823145,1815.4582806528983,NaN,NaN,8607,12383.4
2021-08-30T08:00:00Z,1817.7,1818.9,1816.3,1818.8,1819.5793286732944,1820.6470365011753,1818.5116208454135,1816.293467083803,1817.109963652374,1815.476970515232,NaN,NaN,6211,12175.15
2021-08-30T10:00:00Z,1818.8,1820.5,1817.7,1819.9,1820.039664336647,1820.8736640733116,1819.2056645999826,1816.9967335419014,1817.981055069406,1816.012412014397,NaN,NaN,6179,12254.25
2021-08-30T12:00:00Z,1819.8,1820.4,1814.3,1814.7,1820.2198321683236,1820.9516487863846,1819.4880155502626,1815.6483667709508,1817.0435967332437,1814.253136808658,NaN,NaN,20002,13201.75
2021-08-30T14:00:00Z,1814.7,1818.1,1811.2,1812.5,1819.1599160841618,1820.2684686965492,1818.0513634717743,1813.4241833854753,1816.078739214192,1810.7696275567587,NaN,NaN,20405,14153.8
2021-08-30T16:00:00Z,1812.5,1813.3,1811.3,1812.2,1816.2299580420809,1819.1878101167877,1813.272105967374,1812.3620916927375,1813.8004549532307,1810.9237284322444,NaN,NaN,6624,14217.05
2021-08-30T18:00:00Z,1812.1,1813.6,1810,1813,1814.9149790210404,1817.1104288623908,1812.71952917969,1811.1810458463688,1811.771714001819,1810.5903776909186,NaN,NaN,5784,14166.65
2021-08-30T20:00:00Z,1813,1813.5,1811.8,1812.7,1814.2074895105202,1814.3322114435907,1814.0827675774497,1811.4905229231845,1812.249176689336,1810.7318691570329,NaN,NaN,1139,13875.45
2021-08-30T22:00:00Z,1812.2,1813.5,1812.1,1812.9,1813.85374475526,1813.9008852671789,1813.8066042433413,1811.7952614615922,1812.7226233010288,1810.8678996221556,NaN,NaN,1431,13379.85
2021-08-31T00:00:00Z,1812.8,1816.8,1812.1,1815.3,1815.32687237763,1816.8825072980126,1813.7712374572475,1811.947630730796,1812.0890520245373,1811.8062094370546,NaN,NaN,5022,13119.1
2021-08-31T02:00:00Z,1815.2,1818.4,1814.4,1818.2,1816.863436188815,1818.903588690095,1814.8232836875352,1813.173815365398,1814.2580457550848,1812.0895849757112,NaN,NaN,5780,12919.1
2021-08-31T04:00:00Z,1818.2,1820,1817,1819.9,1818.4317180944076,1819.7381126259857,1817.1253235628296,1815.086907682699,1817.088573650654,1813.0852417147437,NaN,NaN,4438,11109.55
2021-08-31T06:00:00Z,1819.8,1821.9,1817.1,1817.9,1820.1658590472039,1821.5964766314846,1818.735241462923,1816.0934538413494,1817.3433427178923,1814.8435649648065,NaN,NaN,10290,8117.2
2021-08-31T08:00:00Z,1817.8,1818.7,1816,1816.7,1819.432929523602,1820.7469564151418,1818.1189026320624,1816.0467269206747,1816.5433823827,1815.5500714586494,NaN,NaN,8219,7335.7
2021-08-31T10:00:00Z,1816.6,1819.4,1813.5,1815.2,1819.416464761801,1820.790024615892,1818.0429049077102,1814.7733634603374,1816.279646591023,1813.2670803296517,NaN,NaN,11342,7508
2021-08-31T12:00:00Z,1815.2,1817.7,1803.4,1812.8,1818.5582323809006,1819.2558473685551,1817.860617393246,1809.0866817301687,1814.5335972674395,1803.639766192898,NaN,NaN,47271,9781.4
2021-08-31T14:00:00Z,1812.8,1818.4,1806.3,1810,1818.4791161904504,1819.176731178105,1817.7815012027959,1807.6933408650843,1811.939384773355,1803.4472969568137,NaN,NaN,35120,11387.25
2021-08-31T16:00:00Z,1810,1819.1,1809.7,1817.1,1818.7895580952252,1819.361105705943,1818.2180104845074,1808.6966704325423,1811.2713332978751,1806.1220075672095,NaN,NaN,23718,11931.7
2021-08-31T18:00:00Z,1817.1,1818.3,1816.6,1817.5,1818.5447790476126,1818.9006816642477,1818.1888764309774,1812.648335216271,1816.9334515744408,1808.3632188581014,NaN,NaN,5060,11853.85
2021-08-31T20:00:00Z,1817.5,1818.3,1816.4,1816.4,1818.4223895238063,1818.7995131487094,1818.0452658989032,1814.5241676081355,1817.730758040892,1811.317577175379,NaN,NaN,2064,11735.3
2021-08-31T22:00:00Z,1816.7,1817.7,1816.3,1817.2,1818.0611947619032,1818.3440374852107,1817.7783520385956,1815.4120838040676,1815.5368056419313,1815.287361966204,NaN,NaN,1693,11389.6
2021-09-01T00:00:00Z,1817.2,1818.1,1812.6,1814.3,1818.0805973809515,1818.3300412190906,1817.8311535428124,1814.0060419020338,1815.7742801913623,1812.2378036127052,NaN,NaN,7569,11457.5
2021-09-01T02:00:00Z,1814.2,1817.8,1813.7,1817.7,1817.9402986904756,1818.1102660274614,1817.7703313534898,1813.8530209510168,1815.404364448798,1812.3016774532355,NaN,NaN,4659,11381.5
2021-09-01T04:00:00Z,1817.6,1818.4,1815.1,1817.8,1818.1701493452379,1818.4150983329375,1817.9252003575382,1814.4765104755083,1815.4995777500503,1813.4534432009664,NaN,NaN,4687,10615.75
2021-09-01T06:00:00Z,1817.8,1819.6,1813.4,1813.7,1818.8850746726189,1819.6334061543669,1818.136743190871,1813.9382552377542,1814.6791255840694,1813.197384891439,NaN,NaN,10810,10136
2021-09-01T08:00:00Z,1813.6,1816.8,1811.5,1815.4,1817.8425373363093,1818.9895140419126,1816.695560630706,1812.719127618877,1814.189577279445,1811.2486779583091,NaN,NaN,11455,10377.55
2021-09-01T10:00:00Z,1815.4,1816.5,1813.5,1815.1,1817.1712686681547,1818.5672947769717,1815.7752425593376,1813.1095638094384,1814.0297087159527,1812.1894189029242,NaN,NaN,5005,10338.6
2021-09-01T12:00:00Z,1815.3,1822.7,1813.5,1815.7,1819.9356343340773,1822.7902602110735,1817.0810084570812,1813.3047819047192,1814.2475909369718,1812.3619728724666,NaN,NaN,41890,12376.15
2021-09-01T14:00:00Z,1815.5,1818,1810.6,1817.9,1818.9678171670387,1821.6089448736973,1816.32668946038,1811.9523909523596,1813.3194640562126,1810.5853178485065,NaN,NaN,30750,13842.1
2021-09-01T16:00:00Z,1817.9,1819,1814.3,1815,1818.9839085835192,1821.0054591453127,1816.9623580217258,1813.1261954761799,1814.7157446731592,1811.5366462792006,NaN,NaN,9482,14065.1
2021-09-01T18:00:00Z,1815,1817.4,1814.5,1817.2,1818.1919542917597,1818.8519206267406,1817.5319879567787,1813.81309773809,1815.6062947541545,1812.0199007220253,NaN,NaN,4157,13983.95
2021-09-01T20:00:00Z,1817.1,1817.2,1816,1816.3,1817.6959771458799,1818.5015135489587,1816.890440742801,1814.9065488690449,1815.665202636117,1814.1478951019726,NaN,NaN,906,13807.35
2021-09-01T22:00:00Z,1816.2,1816.7,1815.4,1815.6,1817.19798857294,1817.4923806132906,1816.9035965325893,1815.1532744345225,1815.7697158203762,1814.5368330486688,NaN,NaN,1246,13355.15
2021-09-02T00:00:00Z,1815.5,1818.3,1815.1,1815.6,1817.74899428647,1818.4173255473152,1817.0806630256247,1815.1266372172613,1815.500802933089,1814.7524715014335,NaN,NaN,5199,13204.15
2021-09-02T02:00:00Z,1815.6,1816.7,1813.1,1813.2,1817.224497143235,1817.978744381311,1816.4702499051593,1814.1133186086306,1815.1342114551883,1813.092425762073,NaN,NaN,3547,12814.4
2021-09-02T04:00:00Z,1813.1,1816.6,1812.7,1816.5,1816.9122485716175,1817.6911366732324,1816.1333604700026,1813.4066593043153,1814.4565270129365,1812.3567915956942,NaN,NaN,2859,10593.8
2021-09-02T06:00:00Z,1816.6,1817.6,1814.4,1817.2,1817.2561242858087,1817.7058155464674,1816.80643302515,1813.9033296521577,1814.6290476756471,1813.1776116286683,NaN,NaN,6704,9173
2021-09-02T08:00:00Z,1817.1,1819.5,1816.6,1819.3,1818.3780621429044,1819.5808367160298,1817.175287569779,1815.251664826079,1816.848188822739,1813.6551408294188,NaN,NaN,8815,8427.85
2021-09-02T10:00:00Z,1819.2,1819.6,1815.4,1818,1818.9890310714522,1819.9091759918833,1818.0688861510212,1815.3258324130395,1816.2252149076926,1814.4264499183864,NaN,NaN,5414,8445.55
2021-09-02T12:00:00Z,1817.9,1818.8,1811.1,1814.4,1818.894515535726,1819.2504181569407,1818.5386129145113,1813.2129162065198,1815.574177635889,1810.8516547771505,NaN,NaN,26361,9660.4
2021-09-02T14:00:00Z,1814.4,1815.7,1806.5,1811.2,1817.297257767863,1818.9791878782976,1815.6153276574282,1809.85645810326,1813.4905558797816,1806.2223603267382,NaN,NaN,33749,11263.2
2021-09-02T16:00:00Z,1811.2,1812.2,1809,1811.9,1814.7486288839314,1817.4447165858303,1812.0525411820324,1809.4282290516298,1811.3085363502714,1807.5479217529883,NaN,NaN,8232,11296.35
2021-09-02T18:00:00Z,1811.9,1813.2,1810.3,1811.9,1813.9743144419658,1815.4462745891483,1812.5023542947833,1809.8641145258148,1811.4410313432513,1808.2871977083782,NaN,NaN,4237,11275.25
2021-09-02T20:00:00Z,1811.9,1812.4,1811.3,1811.7,1813.187157220983,1813.6192066088022,1812.7551078331637,1810.5820572629073,1811.5236870458314,1809.6404274799831,NaN,NaN,997,11090.75
2021-09-02T22:00:00Z,1811.5,1811.8,1811.1,1811.4,1812.4935786104916,1813.067066968571,1811.9200902524121,1810.8410286314536,1811.2730779901724,1810.4089792727348,NaN,NaN,1012,10600.85
2021-09-03T00:00:00Z,1811.5,1815.1,1810.9,1814.7,1813.7967893052457,1815.232059317626,1812.3615192928655,1810.8705143157267,1811.0338135782836,1810.7072150531699,NaN,NaN,5678,10312
2021-09-03T02:00:00Z,1814.8,1816.8,1814.4,1814.5,1815.2983946526228,1817.3741809847954,1813.2226083204503,1812.6352571578634,1814.2401109011564,1811.0304034145704,NaN,NaN,4554,10289.45
2021-09-03T04:00:00Z,1814.5,1814.7,1812.4,1814.3,1814.9991973263113,1815.909630682935,1814.0887639696878,1812.5176285789316,1813.9513494504206,1811.0839077074427,NaN,NaN,3739,8381.9
2021-09-03T06:00:00Z,1814.4,1816.5,1813,1813.2,1815.7495986631557,1816.6769605169031,1814.8222368094082,1812.7588142894658,1813.5968012847716,1811.92082729416,NaN,NaN,6213,7155.05
2021-09-03T08:00:00Z,1813.2,1815.6,1813.1,1815.4,1815.6747993315778,1816.4096462604582,1814.9399524026974,1812.929407144733,1813.2385277333576,1812.6202865561083,NaN,NaN,4745,6918.2
2021-09-03T10:00:00Z,1815.4,1817.8,1814.7,1816.9,1816.7373996657889,1817.6404808164025,1815.8343185151753,1813.8147035723664,1814.5935916578394,1813.0358154868934,NaN,NaN,7888,7104.75
2021-09-03T12:00:00Z,1816.9,1832.6,1815.2,1827.3,1824.6686998328944,1832.2176511954829,1817.119748470306,1814.5073517861833,1815.4030203662542,1813.6116832061125,NaN,NaN,81773,11148.1
2021-09-03T14:00:00Z,1827.5,1836.9,1824.4,1832,1830.7843499164474,1838.9652219161267,1822.603477916768,1819.4536758930917,1823.9131227926991,1814.9942289934843,NaN,NaN,44905,13331.05
2021-09-03T16:00:00Z,1832,1835.4,1830.5,1833.9,1833.0921749582237,1834.8741838145422,1831.3101661019052,1824.9768379465459,1831.2656286786641,1818.6880472144276,NaN,NaN,11037,13622.95
2021-09-03T18:00:00Z,1833.8,1834.1,1830.7,1831,1833.5960874791117,1834.74015430331,1832.4520206549134,1827.8384189732728,1830.7622672717278,1824.914570674818,NaN,NaN,5598,13725.5
2021-09-03T20:00:00Z,1831,1831.4,1829.4,1829.9,1832.498043739556,1834.1640436088705,1830.8320438702413,1828.6192094866365,1829.1907570790224,1828.0476618942505,NaN,NaN,1784,13671.75
2021-09-05T22:00:00Z,1833.5,1833.5,1829.6,1829.8,1832.999021869778,1834.1566055638143,1831.8414381757418,1829.1096047433182,1829.681152336519,1828.5380571501173,NaN,NaN,2503,13461.7
2021-09-06T00:00:00Z,1829.8,1830.6,1827.4,1829.4,1831.799510934889,1833.0224400271757,1830.5765818426023,1828.254802371659,1829.2481133250094,1827.2614914183087,NaN,NaN,7293,13385.6
2021-09-06T02:00:00Z,1829.5,1830.3,1827.8,1828.1,1831.0497554674444,1832.4927461921768,1829.606764742712,1828.0274011858296,1828.9842478504218,1827.0705545212375,NaN,NaN,3148,13272.3
2021-09-06T04:00:00Z,1828.1,1829.9,1827.7,1829.7,1830.4748777337222,1830.7616219257536,1830.1881335416908,1827.863700592915,1828.0336678614078,1827.693733324422,NaN,NaN,2920,12100.25
2021-09-06T06:00:00Z,1829.6,1830.4,1827.5,1828,1830.4374388668612,1830.6534635745127,1830.2214141592096,1827.6818502964575,1827.806572143655,1827.5571284492598,NaN,NaN,4952,10660.4
