Date,Open,High,Low,Close,Close_1,maFast,maSlow,ma2Slow,closeMinusMaFast,close1MinusMaFast,closeMinusMaSlow,MaFastMinusMaSlow,MaFastMinusMa2Slow,MaSlowMinusMa2Slow,returnToday,returnNextDay,candleToday,candleNextDay,candlelag_1,candlelag_2,candlelag_3,candlelag_4,candlelag_5,candlelag_6,candlelag_7,sum_bull_lag,CloseTomaFast,CloseTomaFast_1,CloseTomaFast_2,CloseTomaFast_3,CloseTomaFast_4,CloseTomaFast_5,CloseTomaFast_6,CloseTomaFast_7,sum_clvsemafast_lag,CloseTomaSlow,CloseTomaSlow_1,CloseTomaSlow_2,CloseTomaSlow_3,CloseTomaSlow_4,CloseTomaSlow_5,CloseTomaSlow_6,CloseTomaSlow_7,sum_clvsemaslow_lag,maFastTomaSlow,maFastTomaSlow_1,maFastTomaSlow_2,maFastTomaSlow_3,maFastTomaSlow_4,maFastTomaSlow_5,maFastTomaSlow_6,maFastTomaSlow_7,sum_mafastvsemaslow_lag
2012-07-12 00:00:00-04:00,1569.300048828125,1574.699951171875,1557.199951171875,1564.9000244140625,,1564.9000244140625,1564.9000244140625,1564.9000244140625,0.0,,0.0,0.0,0.0,0.0,4.4000244140625,23.7999267578125,0,1.0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,
2012-07-13 00:00:00-04:00,1567.800048828125,1594.0999755859375,1567.800048828125,1591.5999755859375,1564.9000244140625,1571.5750122070312,1567.3272927024145,1566.1418826081033,20.02496337890625,-6.67498779296875,24.272682883522975,4.247719504616725,5.433129598927962,1.1854100943112371,23.7999267578125,5.0,1,1.0,0.0,,,,,,,,1,0.0,,,,,,,,1,0.0,,,,,,,,1,0.0,,,,,,,
2012-07-16 00:00:00-04:00,1586.199951171875,1591.199951171875,1585.800048828125,1591.199951171875,1591.5999755859375,1576.4812469482422,1569.4975343814563,1567.307374169209,14.718704223632812,15.118728637695312,21.702416790418738,6.9837125667859254,9.173872779033218,2.1901602122472923,5.0,6.9000244140625,1,0.0,1.0,0.0,,,,,,,1,1.0,0.0,,,,,,,1,1.0,0.0,,,,,,,1,1.0,0.0,,,,,,
2012-07-17 00:00:00-04:00,1596.0,1596.0,1576.300048828125,1589.0999755859375,1591.199951171875,1579.635929107666,1571.2795744909547,1568.320983537429,9.464046478271484,11.564022064208984,17.8204010949828,8.356354616711315,11.314945570237114,2.9585909535257997,6.9000244140625,10.7999267578125,0,0.0,1.0,1.0,0.0,,,,,,1,1.0,1.0,0.0,,,,,,1,1.0,1.0,0.0,,,,,,1,1.0,1.0,0.0,,,,,
2012-07-18 00:00:00-04:00,1581.199951171875,1583.699951171875,1569.9000244140625,1570.4000244140625,1589.0999755859375,1577.3269529342651,1571.1996153930552,1568.4176831130862,-6.926928520202637,11.773022651672363,-0.7995909789926827,6.127337541209954,8.909269821178896,2.7819322799689417,10.7999267578125,0.0999755859375,0,1.0,0.0,1.0,1.0,0.0,,,,,0,1.0,1.0,1.0,0.0,,,,,0,1.0,1.0,1.0,0.0,,,,,1,1.0,1.0,1.0,0.0,,,,
2012-07-19 00:00:00-04:00,1580.0,1586.9000244140625,1578.4000244140625,1580.0999755859375,1570.4000244140625,1578.0202085971832,1572.0087390469535,1568.961045553684,2.0797669887542725,-7.6201841831207275,8.091236538984049,6.011469550229776,9.059163043499211,3.047693493269435,0.0999755859375,1.4000244140625,1,0.0,0.0,0.0,1.0,1.0,0.0,,,0.5,1,0.0,1.0,1.0,1.0,0.0,,,0.6666666666666666,1,0.0,1.0,1.0,1.0,0.0,,,0.6666666666666666,1,1.0,1.0,1.0,1.0,0.0,,,0.8333333333333334
2012-07-20 00:00:00-04:00,1583.9000244140625,1584.4000244140625,1576.0999755859375,1582.5,1580.0999755859375,1579.1401564478874,1572.9624900426847,1569.5907643651408,3.3598435521125793,0.9598191380500793,9.537509957315251,6.177666405202672,9.549392082746635,3.3717256775439637,1.4000244140625,5.4000244140625,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.5,1,1.0,0.0,1.0,1.0,1.0,0.0,,0.8333333333333334,1,1.0,0.0,1.0,1.0,1.0,0.0,,0.8333333333333334,1,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
2012-07-23 00:00:00-04:00,1571.699951171875,1577.0999755859375,1569.800048828125,1577.0999755859375,1582.5,1578.6301112324,1573.3386250920712,1569.9400300033176,-1.5301356464624405,3.8698887676000595,3.7613504938663027,5.291486140328743,8.690081229082352,3.398595088753609,5.4000244140625,2.0,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8333333333333334,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2012-07-24 00:00:00-04:00,1574.0,1581.9000244140625,1574.0,1576.0,1577.0999755859375,1577.9725834243,1573.580568265519,1570.2218890729307,-1.9725834242999554,-0.8726078383624554,2.419431734480895,4.3920151587808505,7.750694351369248,3.358679192588397,2.0,24.300048828125,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-07-25 00:00:00-04:00,1583.699951171875,1608.0,1583.300048828125,1608.0,1576.0,1585.479437568225,1576.7096075141083,1571.979010511399,22.520562431775033,-9.479437568224967,31.290392485891743,8.76983005411671,13.500427056825856,4.730597002709146,24.300048828125,0.0999755859375,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8333333333333334,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
