time,open,high,low,close,EMA,EMA,EMA,Volume,Volume MA
2020-10-01T02:00:00Z,1893.5,1901.3,1893.5,1898.4,1896.6481697272204,1889.8422698086254,1894.4547920128005,9160,35397.55
2020-10-01T06:00:00Z,1898.6,1905.6,1898.2,1902.9,1896.8933395418392,1891.0858631601848,1896.5660940096004,27594,36135.25
2020-10-01T10:00:00Z,1902.8,1915.3,1900.3,1908.3,1897.3406595598062,1892.7253047639767,1899.4995705072004,63025,38581.4
2020-10-01T14:00:00Z,1908.4,1917.9,1901.6,1912,1897.9155356555002,1894.5609900245504,1902.6246778804002,102854,41767
2020-10-01T18:00:00Z,1912.1,1916.5,1909.7,1911.7,1898.4561028846963,1896.193276688879,1904.8935084103002,43203,39851.3
2020-10-01T22:00:00Z,1911,1913.6,1902.7,1903.2,1898.6421380656886,1896.8605836708905,1904.4701313077253,10550,37332.15
2020-10-02T02:00:00Z,1903.2,1915.1,1895.2,1910.9,1899.1228385337008,1898.1976709403295,1906.077598480794,34088,38208.8
2020-10-02T06:00:00Z,1911.1,1923.6,1910.6,1913.9,1899.702335061791,1899.6931308507744,1908.0331988605956,40930,39406.4
2020-10-02T10:00:00Z,1913.7,1918,1902.5,1908.3,1900.0394983927013,1900.5128326745103,1908.0998991454467,56592,41405.4
2020-10-02T14:00:00Z,1908.2,1915.5,1903.5,1905.8,1900.265400416517,1901.016372419795,1907.524924359085,53304,42478.4
2020-10-02T18:00:00Z,1905.7,1910,1902.4,1904.1,1900.4157768707712,1901.3100512369574,1906.6686932693137,12463,39976.45
2020-10-04T22:00:00Z,1910.9,1910.9,1902.6,1906.2,1900.6426091503488,1901.7757606429614,1906.5515199519853,11770,37078.9
2020-10-05T02:00:00Z,1906,1906.5,1896,1899.6,1900.6017225170017,1901.5685453436317,1904.8136399639889,15340,37241.55
2020-10-05T06:00:00Z,1899.5,1906.5,1891.2,1905.4,1900.789890261433,1901.9334457870955,1904.9602299729918,32803,38176.4
2020-10-05T10:00:00Z,1905.4,1916.4,1902.5,1915,1901.347149466867,1903.1778795216578,1907.4701724797437,40755,39204.1
2020-10-05T14:00:00Z,1914.9,1924.9,1914,1920.4,1902.0943200760096,1904.818081471976,1910.7026293598078,64901,41031.25
2020-10-05T18:00:00Z,1920.4,1920.4,1916.2,1918.6,1902.7416016416562,1906.1306451413116,1912.6769720198558,8739,37919.4
2020-10-05T22:00:00Z,1917.8,1920.4,1914.6,1915.8,1903.2536956949245,1907.0515360802342,1913.4577290148918,8717,33439.2
2020-10-06T02:00:00Z,1916,1917.6,1913.4,1916,1903.753550765712,1907.9037707392595,1914.0932967611689,8723,32730.95
2020-10-06T06:00:00Z,1915.9,1921,1910.8,1917.8,1904.3043919121546,1908.846268764092,1915.0199725708767,26647,33607.9
2020-10-06T10:00:00Z,1917.8,1927,1916.4,1919.9,1904.9159843861878,1909.8990050722737,1916.2399794281575,53105,35805.15
2020-10-06T14:00:00Z,1919.9,1923.6,1902.9,1905.2,1904.9271222533962,1909.451480779676,1913.4799845711182,65636,37707.25
2020-10-06T18:00:00Z,1905.3,1911.4,1878.2,1881.7,1904.0162547140474,1906.808482610183,1905.5349884283387,51798,37145.9
2020-10-06T22:00:00Z,1882.6,1885.4,1877.1,1883.2,1903.199930999771,1904.5600556949275,1899.951241321254,15502,32778.3
2020-10-07T02:00:00Z,1883.3,1891,1882.3,1889.9,1902.6783650782113,1903.1638599144583,1897.4384309909406,12600,31248.15
2020-10-07T06:00:00Z,1889.6,1902.4,1888.7,1891.7,1902.2478409574971,1902.072063732129,1896.0038232432055,37168,32579.05
2020-10-07T10:00:00Z,1891.7,1895.9,1885.6,1886.4,1901.6263569983796,1900.579486233831,1893.602867432404,49234,33336.35
2020-10-07T14:00:00Z,1886.3,1892.2,1881.8,1888.4,1901.1076763317765,1899.4195351639423,1892.3021505743031,55284,34054.05
2020-10-07T18:00:00Z,1888.3,1892.1,1888.2,1890.5,1900.691689024648,1898.5700556245192,1891.8516129307272,8839,31666.4
2020-10-07T22:00:00Z,1890.6,1892.4,1886.9,1891.7,1900.3390737687794,1897.9157646126603,1891.8137096980454,7166,29359.5
2020-10-08T02:00:00Z,1891.7,1893.7,1886.4,1892.4,1900.0277375425528,1897.3904536971688,1891.9602822735342,9068,29189.75
2020-10-08T06:00:00Z,1892.4,1899.8,1890.8,1896.9,1899.905081168335,1897.343743821248,1893.1952117051505,27067,29954.6
2020-10-08T10:00:00Z,1896.9,1905.3,1894.4,1898.7,1899.8578230833023,1897.4729110763672,1894.5714087788629,51533,31764.25
