time,open,high,low,close,EMA,EMA,EMA,Volume,Volume MA
2023-01-05T13:00:00Z,1850.4,1853.5,1837.9,1839.7,1851.8703434374966,1854.4181762835367,1849.9192732849176,27392,6148.55
2023-01-05T14:00:00Z,1839.5,1843,1836.2,1839.4,1851.3813103615164,1852.9878737803426,1847.2894549636883,20558,6715
2023-01-05T15:00:00Z,1839.6,1841.5,1829.9,1831.8,1850.6134158375353,1850.9699810393577,1843.4170912227662,25507,7447.75
2023-01-05T16:00:00Z,1831.8,1837.1,1830.5,1835.7,1850.0285760007691,1849.5156971308475,1841.4878184170748,9152,7483.85
2023-01-05T17:00:00Z,1835.6,1839.2,1834.6,1838.9,1849.592161255641,1848.504678356481,1840.8408638128062,6447,7590.2
2023-01-05T18:00:00Z,1838.9,1842.5,1837.1,1841,1849.2552137554198,1847.7899470844352,1840.8806478596048,9465,7966.95
2023-01-05T19:00:00Z,1841.1,1841.6,1837.5,1839.2,1848.8608916473643,1846.9718568859175,1840.4604858947037,3683,8072.65
2023-01-05T20:00:00Z,1839.1,1839.1,1836.7,1838,1848.43497432786,1846.1173943253539,1839.8453644210276,2964,8132.65
2023-01-05T21:00:00Z,1838.1,1838.8,1837.4,1837.9,1848.0218380797085,1845.3347853419868,1839.3590233157706,1156,8033.65
2023-01-05T23:00:00Z,1835.9,1838,1835.2,1837.5,1847.6092169785434,1844.5886153094166,1838.894267486828,1125,7924.45
2023-01-06T00:00:00Z,1837.5,1839.8,1836.2,1839.2,1847.2794437636985,1844.0754138513769,1838.9707006151211,1861,7919.45
2023-01-06T01:00:00Z,1839.2,1840.8,1837.2,1840.2,1847.0018185180634,1843.7063268179124,1839.2780254613408,2769,7869.85
2023-01-06T02:00:00Z,1840.1,1845.1,1840.1,1842.6,1846.8291981840216,1843.6009623590637,1840.1085190960057,4868,7993.4
2023-01-06T03:00:00Z,1842.7,1845.3,1842.5,1843.8,1846.7104060983736,1843.619918324867,1841.0313893220043,2647,7921.95
2023-01-06T04:00:00Z,1843.8,1845.2,1842.6,1842.6,1846.5492137023589,1843.5227832463083,1841.4235419915033,1489,7715.25
2023-01-06T05:00:00Z,1842.5,1842.7,1840.1,1841.7,1846.359048459129,1843.349184841898,1841.4926564936275,3538,7305.1
2023-01-06T06:00:00Z,1841.6,1844.4,1841.5,1843.3,1846.2390857744574,1843.344500571241,1841.9444923702206,2709,7167.3
2023-01-06T07:00:00Z,1843.4,1845.3,1841.1,1842.8,1846.1042196656551,1843.29264337398,1842.1583692776653,3726,7067.05
2023-01-06T08:00:00Z,1842.8,1845,1841.4,1841.7,1845.9315051689628,1843.1409630526484,1842.043776958249,4386,7053.65
2023-01-06T09:00:00Z,1841.6,1842,1837.9,1840.1,1845.7028186917485,1842.8513475238249,1841.5578327186868,3507,6947.45
2023-01-06T10:00:00Z,1840.2,1842.7,1838.7,1841.4,1845.5340807038367,1842.7131239501273,1841.518374539015,4780,5816.85
2023-01-06T11:00:00Z,1841.3,1844.7,1840.5,1841.4,1845.3719598919215,1842.5880645263057,1841.4887809042611,4571,5017.5
2023-01-06T12:00:00Z,1841.5,1842.6,1839.6,1841.2,1845.20835362165,1842.4558679047527,1841.4165856781958,4906,3987.45
2023-01-06T13:00:00Z,1841.3,1857.2,1839.4,1856.5,1845.651163283546,1843.7934042947763,1845.187439258647,36347,5347.2
2023-01-06T14:00:00Z,1856.5,1857.5,1845.2,1848.5,1845.7628823704658,1844.2416515047976,1846.0155794439852,22433,6146.5
2023-01-06T15:00:00Z,1848.5,1868.2,1848.5,1867.2,1846.6035536500553,1846.428160885293,1851.3116845829888,44767,7911.6
2023-01-06T16:00:00Z,1867.2,1869.3,1864.7,1868.5,1847.4622378206413,1848.5302408009793,1855.6087634372416,14634,8459.15
2023-01-06T17:00:00Z,1868.5,1870.3,1866.1,1867.4,1848.2441108472829,1850.3273607246956,1858.556572577931,7631,8692.5
2023-01-06T18:00:00Z,1867.4,1874.8,1866.8,1874,1849.2541457160169,1852.581897798534,1862.4174294334484,12366,9253
2023-01-06T19:00:00Z,1874.1,1875.2,1873.2,1874.1,1850.2284929428397,1854.6312408653403,1865.3380720750863,4850,9439.25
2023-01-06T20:00:00Z,1874.1,1874.5,1870.9,1871.7,1851.0705128274342,1856.256836973403,1866.9285540563146,5353,9613.85
2023-01-06T21:00:00Z,1871.8,1872.3,1870.5,1870.5,1851.832453500868,1857.6133286902218,1867.821415542236,1733,9562.05
2023-01-08T23:00:00Z,1872.8,1875.5,1869.3,1874.1,1852.705690618481,1859.1834878625816,1869.391061656677,3648,9501.05
2023-01-09T00:00:00Z,1874.4,1875.4,1871.7,1873.1,1853.505467456972,1860.5088699709072,1870.3182962425078,3266,9532
2023-01-09T01:00:00Z,1873.2,1880.4,1872.9,1879,1854.5052530468945,1862.269929973678,1872.4887221818808,8433,9879.2
2023-01-09T02:00:00Z,1879.1,1884.4,1878.9,1884.1,1855.665831358781,1864.3489842618992,1875.3915416364107,6241,10014.35
2023-01-09T03:00:00Z,1884.1,1884.4,1881.5,1882,1856.698543854515,1866.0300333798136,1877.043656227308,2979,10027.85
2023-01-09T04:00:00Z,1881.9,1882.7,1881.6,1881.6,1857.6750715464948,1867.5128873436408,1878.182742170481,1285,9905.8
2023-01-09T05:00:00Z,1881.6,1882.9,1879.5,1882.8,1858.6603628583969,1868.9688028347227,1879.3370566278609,2691,9821.05
2023-01-09T06:00:00Z,1882.7,1884.7,1881.8,1882.8,1859.6070152953225,1870.2860597076062,1880.2027924708957,4107,9851.05
2023-01-09T07:00:00Z,1882.8,1885.4,1878.3,1879.6,1860.3910539111923,1871.1731016402152,1880.0520943531717,9091,10066.6
2023-01-09T08:00:00Z,1879.8,1881.9,1878.3,1878.6,1861.1051302284004,1871.880425293528,1879.6890707648788,6197,10147.9
2023-01-09T09:00:00Z,1878.6,1879.5,1876.1,1878.5,1861.7872819841493,1872.5108609798588,1879.391803073659,5020,10153.6
2023-01-09T10:00:00Z,1878.5,1879.7,1876.4,1876.5,1862.3642513181042,1872.890778981777,1878.6688523052444,3093,8490.9
2023-01-09T11:00:00Z,1876.6,1878.5,1875.5,1878,1862.9774179330805,1873.377371459703,1878.5016392289333,4432,7590.85
2023-01-09T12:00:00Z,1878,1880.4,1876.9,1879.7,1863.6332054651166,1873.9795265587788,1878.8012294217,6081,5656.55
2023-01-09T13:00:00Z,1879.7,1883.5,1877.5,1883,1864.3926876037394,1874.8386192674666,1879.850922066275,14351,5642.4
2023-01-09T14:00:00Z,1883.1,1886.4,1878.5,1881.8,1865.0753273055536,1875.5016079086602,1880.3381915497062,17915,6156.6
2023-01-09T15:00:00Z,1881.9,1884.1,1876.4,1879.4,1865.637079175924,1875.8728833459306,1880.1036436622796,14906,6283.6
2023-01-09T16:00:00Z,1879.5,1883.1,1877.8,1880.8,1866.2317035219662,1876.34213255108,1880.2777327467097,9315,6506.85
2023-01-09T17:00:00Z,1880.7,1880.8,1873.6,1876.4,1866.630460246595,1876.3476437366915,1879.3082995600323,10335,6755.95
2023-01-09T18:00:00Z,1876.4,1879.4,1873.7,1875.9,1866.9939716094736,1876.3050109998637,1878.4562246700243,9048,7121.7
2023-01-09T19:00:00Z,1875.9,1880.6,1875.9,1880,1867.504011938514,1876.6569147141624,1878.8421685025182,3280,7103.3
2023-01-09T20:00:00Z,1880,1880,1873.7,1875.8,1867.8293448036702,1876.575303789004,1878.0816263768886,3891,7134.55
2023-01-09T21:00:00Z,1875.6,1876.4,1874.5,1876.3,1868.161527360389,1876.5490843805273,1877.6362197826666,1184,6772.1
2023-01-09T23:00:00Z,1875.7,1876,1874.7,1874.8,1868.4218596207659,1876.3825049157151,1876.927164837,998,6509.95
2023-01-10T00:00:00Z,1874.9,1875.2,1872,1875,1868.6798259101477,1876.2508377808851,1876.44537362775,2921,6507.05
2023-01-10T01:00:00Z,1875,1880.2,1874.3,1878.7,1869.0727739136712,1876.4840913255628,1877.0090302208125,4527,6669.15
2023-01-10T02:00:00Z,1878.8,1879.9,1875.2,1876.8,1869.3758023876449,1876.5141778659854,1876.9567726656094,3606,6714.9
2023-01-10T03:00:00Z,1877,1878,1875.6,1876,1869.6355748430312,1876.4652085454154,1876.717579499207,2021,6610.6
2023-01-10T04:00:00Z,1876,1876.6,1874.8,1875.4,1869.86163073154,1876.3637601125188,1876.3881846244053,746,6193.35
2023-01-10T05:00:00Z,1875.3,1879.3,1875,1878.3,1870.1925471734403,1876.5481639113266,1876.866138468304,2139,5990.45
2023-01-10T06:00:00Z,1878.2,1879.1,1876.1,1877.3,1870.4712708136976,1876.6197673483432,1876.974603851228,2191,5849
2023-01-10T07:00:00Z,1877.3,1878.1,1874.7,1876.3,1870.6998484288467,1876.5893133151676,1876.805952888421,4885,5938.6
2023-01-10T08:00:00Z,1876.2,1880.4,1875.9,1879.3,1871.0371092747744,1876.8474739518183,1877.4294646663157,4288,5931.4
2023-01-10T09:00:00Z,1879.3,1881.5,1878.7,1881.1,1871.4317324404694,1877.2524764325974,1878.3470984997366,6161,5935.4
2023-01-10T10:00:00Z,1881,1881.4,1877.8,1879.6,1871.7520566584903,1877.4760501056833,1878.6603238748025,6229,5529.3
2023-01-10T11:00:00Z,1879.5,1881.3,1878.5,1879.7,1872.0637407110985,1877.687854857523,1878.920242906102,5346,4900.85
2023-01-10T12:00:00Z,1879.5,1879.9,1874.8,1875.9,1872.2141822518397,1877.5175829663303,1878.1651821795765,6895,4500.3
2023-01-10T13:00:00Z,1876,1878.8,1875.2,1877.9,1872.4371554968657,1877.5540036362036,1878.0988866346825,7788,4423.95
2023-01-10T14:00:00Z,1877.9,1885.2,1877.4,1882.6,1872.8356984185573,1878.03457471847,1879.2241649760117,19249,4869.65
2023-01-10T15:00:00Z,1882.5,1885.2,1878.8,1880.1,1873.1205729903786,1878.2312818881394,1879.4431237320086,14102,5122.35
2023-01-10T16:00:00Z,1880.1,1881.8,1875.1,1876,1873.2334916966383,1878.0187788511737,1878.5823427990065,7349,5325.8
2023-01-10T17:00:00Z,1875.8,1880.2,1875.6,1878.5,1873.440021434025,1878.0646094367762,1878.561757099255,4742,5368.35
2023-01-10T18:00:00Z,1878.4,1880,1876.1,1880,1873.6972754954359,1878.2489323475595,1878.9213178244413,6719,5645.1
2023-01-10T19:00:00Z,1879.9,1881.8,1879.7,1881,1873.983656848556,1878.510938790649,1879.440988368331,3197,5755.05
2023-01-10T20:00:00Z,1881.1,1883,1880.4,1882.4,1874.3137095211616,1878.881325572492,1880.1807412762482,4205,5819.25
2023-01-10T21:00:00Z,1882.4,1882.6,1881,1881.3,1874.5876816968023,1879.111675517969,1880.4605559571862,1389,5662.35
2023-01-10T23:00:00Z,1881.3,1881.7,1880.6,1881.4,1874.8548314341826,1879.3296111829243,1880.6954169678897,947,5529.4
2023-01-11T00:00:00Z,1881.4,1882.2,1879.9,1882.2,1875.142877260293,1879.6029815464553,1881.0715627259174,2448,5550.75
2023-01-11T01:00:00Z,1882,1882.7,1876.2,1877.5,1875.235313446164,1879.40269758965,1880.178672044438,4138,5720.35
2023-01-11T02:00:00Z,1877.4,1880.7,1876.6,1879.1,1875.3868697816085,1879.3738692477784,1879.9090040333285,2475,5737.15
2023-01-11T03:00:00Z,1878.9,1881.9,1878.7,1881.6,1875.6305219470357,1879.585881700371,1880.3317530249965,2015,5728.35
2023-01-11T04:00:00Z,1881.6,1882.2,1880.7,1881.8,1875.8724622628383,1879.7967501098594,1880.6988147687473,1596,5563.9
2023-01-11T05:00:00Z,1881.7,1889,1881.4,1886.7,1876.2970715858644,1880.454202480349,1882.1991110765605,8276,5763.3
2023-01-11T06:00:00Z,1886.7,1888.4,1883.8,1884.9,1876.6344413275951,1880.877611767935,1882.8743333074203,3772,5643.85
2023-01-11T07:00:00Z,1884.9,1887.8,1884.5,1885.6,1876.986031863768,1881.3273630281317,1883.5557499805652,4838,5574.3
2023-01-11T08:00:00Z,1885.7,1890.4,1885,1888.2,1877.4257953200909,1881.9818998825954,1884.7168124854238,7959,5704.95
2023-01-11T09:00:00Z,1888.3,1890.9,1887.6,1888.9,1877.8757641310676,1882.6407665604434,1885.7626093640679,9670,5843.7
2023-01-11T10:00:00Z,1888.8,1890,1886.5,1889,1878.3120086749473,1883.2464078404012,1886.5719570230508,4751,5691.85
2023-01-11T11:00:00Z,1888.9,1890.1,1886.9,1887.1,1878.6566357857337,1883.613416617506,1886.703967767288,3626,4910.7
2023-01-11T12:00:00Z,1887.1,1887.3,1879.8,1881.2,1878.7563755588421,1883.3835674158386,1885.3279758254662,11678,4789.5
2023-01-11T13:00:00Z,1881.2,1884.5,1880.1,1881.6,1878.8678902428092,1883.2137038524254,1884.3959818690996,12839,5064
2023-01-11T14:00:00Z,1881.7,1883.2,1874.5,1875.7,1878.743659252895,1882.4981130093372,1882.2219864018248,20932,5873.5
2023-01-11T15:00:00Z,1875.7,1877.6,1873.5,1876.1,1878.6399863410168,1881.8887689132098,1880.6914898013686,13913,6233.2
2023-01-11T16:00:00Z,1876.1,1878.5,1870.9,1877,1878.575673151173,1881.4231718738565,1879.7686173510265,13721,6759.4
2023-01-11T17:00:00Z,1877,1880.4,1876.7,1877.9,1878.5491761648525,1881.087631695394,1879.3014630132698,5791,6838.7
2023-01-11T18:00:00Z,1877.8,1882,1877.1,1881.9,1878.6805810211329,1881.1650001053565,1879.9510972599523,8894,7213.95
2023-01-11T19:00:00Z,1881.9,1882.8,1881,1881.9,1878.8068327457943,1881.2350000953227,1880.4383229449643,3051,7319.15
2023-01-11T20:00:00Z,1881.9,1882.3,1879.7,1880.6,1878.877153030273,1881.174523895768,1880.4787422087231,2693,7331.4
2023-01-11T21:00:00Z,1880.6,1881.2,1879.4,1879.7,1878.9094215388895,1881.034093048552,1880.2840566565424,1190,7184
2023-01-11T23:00:00Z,1879.7,1880.9,1878.2,1880.2,1878.960032458933,1880.9546556153566,1880.2630424924068,1316,7126.05
2023-01-12T00:00:00Z,1880.1,1881.6,1879,1880.8,1879.0321880487788,1880.9399265091322,1880.397281869305,2332,7141.9
2023-01-12T01:00:00Z,1880.8,1884.3,1880.5,1883.7,1879.2152394978464,1881.2027906511196,1881.2229614019789,4201,7272.15
2023-01-12T02:00:00Z,1883.8,1888,1883.3,1886.6,1879.5048379489112,1881.7168105891083,1882.567221051484,4684,7092.55
2023-01-12T03:00:00Z,1886.7,1887.6,1885.1,1886.7,1879.787001166601,1882.1914000568122,1883.600415788613,2448,7026.35
2023-01-12T04:00:00Z,1886.7,1888.1,1886.2,1887.5,1880.089471709087,1882.6969810037824,1884.5753118414598,1548,6861.85
2023-01-12T05:00:00Z,1887.6,1888.3,1886.3,1886.7,1880.3487081126523,1883.078220908184,1885.1064838810948,2106,6569.2
2023-01-12T06:00:00Z,1886.7,1887.4,1885.1,1886.2,1880.578170539607,1883.3755332026426,1885.3798629108212,2043,6187.85
2023-01-12T07:00:00Z,1886.1,1887.1,1882.8,1885.6,1880.77510502825,1883.5873871833433,1885.434897183116,5761,6238.35
2023-01-12T08:00:00Z,1885.7,1886.5,1884.6,1885.2,1880.9486303212598,1883.7409693563582,1885.376172887337,3757,6244.9
2023-01-12T09:00:00Z,1885.2,1888.8,1884.4,1887.6,1881.209468347877,1884.108496084324,1885.9321296655025,5143,5918.15
2023-01-12T10:00:00Z,1887.6,1887.8,1885.7,1887.6,1881.460077432274,1884.4410202667693,1886.3490972491268,3003,5426.35
2023-01-12T11:00:00Z,1887.5,1889.7,1887.3,1888.4,1881.7322312584593,1884.8180659556485,1886.861822936845,4019,4580.7
2023-01-12T12:00:00Z,1888.4,1893.3,1888,1890.7,1882.08390846401,1885.3782501503488,1887.8213672026338,7496,4259.85
2023-01-12T13:00:00Z,1890.7,1906.5,1872.4,1903.4,1882.9198336222842,1887.094607278887,1891.7160254019755,52991,6223.35
2023-01-12T14:00:00Z,1903.2,1904.8,1882.8,1885.4,1883.0170950488612,1886.9332161094692,1890.1370190514817,36555,7761.55
2023-01-12T15:00:00Z,1885.5,1893.8,1883.5,1892,1883.3693658312588,1887.4157669561864,1890.6027642886113,19419,8287.8
2023-01-12T16:00:00Z,1892.1,1897.4,1891.5,1896,1883.8646848182684,1888.2333129603592,1891.9520732164585,9486,8609.55
2023-01-12T17:00:00Z,1895.9,1902,1895.1,1901.2,1884.544501099905,1889.468235535563,1894.264054912344,10517,9000.75
2023-01-12T18:00:00Z,1901.2,1902.8,1897.2,1902.5,1885.2486383116734,1890.7093559607474,1896.3230411842578,13344,9608.45
2023-01-12T19:00:00Z,1902.3,1903.1,1899.3,1901.2,1885.874181907294,1891.7084649168667,1897.5422808881933,4160,9750.65
2023-01-12T20:00:00Z,1901.1,1901.8,1897.7,1901.6,1886.4908806560277,1892.6505158771652,1898.556710666145,3831,9825.6
2023-01-12T21:00:00Z,1901.5,1902.7,1899.9,1900.2,1887.0284931793208,1893.369514365054,1898.9675329996087,1600,9695.55
2023-01-12T23:00:00Z,1898.8,1901.7,1898.2,1901.2,1887.5842385448377,1894.1152749017156,1899.5256497497066,2053,9564
2023-01-13T00:00:00Z,1901.2,1904.2,1900.3,1901.2,1888.118189974452,1894.7900106253617,1899.94423731228,3012,9592.2
2023-01-13T01:00:00Z,1901.3,1902.5,1899.2,1901.8,1888.6547315440814,1895.4576286610416,1900.40817798421,3661,9697.85
2023-01-13T02:00:00Z,1901.8,1902.8,1898.8,1901,1889.1388597188234,1895.9854735504662,1900.5561334881575,4222,9803.65
2023-01-13T03:00:00Z,1900.9,1901.3,1899.9,1900.5,1889.5843946318107,1896.4154284504218,1900.542100116118,1510,9777
2023-01-13T04:00:00Z,1900.6,1901.2,1898.6,1898.7,1889.9418693521318,1896.6330066932387,1900.0815750870886,2148,9596.35
2023-01-13T05:00:00Z,1898.7,1899.3,1895.1,1896.5,1890.199050946166,1896.6203393891208,1899.1861813153164,4591,9638.05
2023-01-13T06:00:00Z,1896.4,1900.2,1896.3,1898.9,1890.5402646345515,1896.8374499234903,1899.1146359864874,5215,9641.65
2023-01-13T07:00:00Z,1899,1902.9,1897.6,1902.5,1891.009273864569,1897.3767404069674,1899.9609769898657,8760,9929.5
2023-01-13T08:00:00Z,1902.6,1912.9,1900.9,1909.5,1891.7344003796838,1898.5313365586849,1902.3457327423994,15647,10510.9
2023-01-13T09:00:00Z,1909.6,1911.9,1906.1,1907.2,1892.3408944824414,1899.3569235530958,1903.5592995567995,6940,10483.1
2023-01-13T10:00:00Z,1907.2,1909.4,1907,1909.1,1892.9981143066593,1900.284835595658,1904.9444746675995,3235,7995.3
2023-01-13T11:00:00Z,1909,1910,1901.9,1902.8,1893.382501980908,1900.5243750627383,1904.4083560006995,7614,6548.25
2023-01-13T12:00:00Z,1902.7,1904.4,1896.8,1899.7,1893.6302470012647,1900.4458631520013,1903.2312670005247,10721,6113.35
2023-01-13T13:00:00Z,1899.8,1903.3,1896.7,1903.2,1894.0055314325878,1900.7081618994298,1903.2234502503934,14302,6354.15
2023-01-13T14:00:00Z,1903.2,1916,1902.3,1914.8,1894.8210007881726,1902.0502417185317,1906.117587687795,23164,6986.5
2023-01-13T15:00:00Z,1914.6,1919.7,1910.1,1916.8,1895.6829223258912,1903.454980602481,1908.7881907658464,23498,7494.2
2023-01-13T16:00:00Z,1916.8,1917.6,1912.6,1915.5,1896.4600626268366,1904.6021253070066,1910.4661430743847,11253,7848.85
2023-01-13T17:00:00Z,1915.6,1921.1,1914.1,1920.1,1897.3871189944116,1906.078113373006,1912.8746073057885,9427,8128.65
2023-01-13T18:00:00Z,1920,1925.3,1919.9,1923,1898.391545700513,1907.689721623196,1915.4059554793414,16102,8853.75
2023-01-13T19:00:00Z,1923.1,1925.1,1922.5,1923.4,1899.3722693985321,1909.185938611463,1917.404466609506,7834,9142.8
2023-01-13T20:00:00Z,1923.5,1924.8,1922.3,1923.9,1900.334141186825,1910.5872777913237,1919.0283499571296,4444,9214.4
2023-01-13T21:00:00Z,1923.8,1924.3,1921.6,1923,1901.2229983951847,1911.7694418111976,1920.0212624678472,2728,9167.75
2023-01-15T23:00:00Z,1923.8,1923.9,1919.8,1919.8,1901.9515082620403,1912.5342568767978,1919.9659468508853,3327,9123
2023-01-16T00:00:00Z,1920,1922.8,1919.8,1922,1902.7377236243133,1913.4357562218647,1920.474460138164,1982,9146.6
2023-01-16T01:00:00Z,1921.8,1927.5,1921.1,1927,1903.6891854429678,1914.7275889626394,1922.1058451036229,4268,9252.6
2023-01-16T02:00:00Z,1927,1931.6,1925.5,1931.1,1904.7641193471652,1916.286866204293,1924.3543838277171,3956,9220.85
2023-01-16T03:00:00Z,1931,1931.8,1927.5,1929.1,1905.7184676080608,1917.507164661027,1925.5407878707879,2209,9070.55
2023-01-16T04:00:00Z,1929.1,1929.9,1924.7,1925.2,1906.4824492704897,1918.2398156456911,1925.455590903091,1615,8713.3
2023-01-16T05:00:00Z,1925.2,1925.3,1920,1922.5,1907.1105885147842,1918.6455474889585,1924.7166931773181,3679,8114.9
2023-01-16T06:00:00Z,1922.5,1923.7,1916.4,1918.8,1907.568996808322,1918.6602572519148,1923.2375198829886,4374,7986.6
2023-01-16T07:00:00Z,1918.9,1920.5,1916.6,1920,1908.0564871295644,1918.7878517993515,1922.4281399122415,4631,8056.4
2023-01-16T08:00:00Z,1919.9,1919.9,1913.9,1914.6,1908.3130954774247,1918.3890087708419,1920.471104934181,5714,7961.4
2023-01-16T09:00:00Z,1914.7,1921,1914.4,1920.6,1908.794934870467,1918.599579364095,1920.5033287006358,6584,7754.55
2023-01-16T10:00:00Z,1920.6,1921,1917.9,1918.8,1909.1872903657427,1918.618667043705,1920.0774965254768,4565,7267.7
2023-01-16T11:00:00Z,1918.9,1922.4,1918.8,1919.6,1909.5956319200272,1918.712127325257,1919.9581223941077,4197,6319.35
2023-01-16T12:00:00Z,1919.5,1920.3,1917.6,1918,1909.925214981987,1918.6443056752325,1919.4685917955808,3325,5310.7
2023-01-16T13:00:00Z,1918,1918.3,1914.1,1916.3,1910.1752065513208,1918.4210384680675,1918.6764438466855,8437,5169.9
2023-01-16T14:00:00Z,1916.3,1919.1,1915.6,1918.5,1910.5016690395043,1918.4285586139658,1918.6323328850142,6119,5004.5
2023-01-16T15:00:00Z,1918.4,1920.5,1917.8,1919.3,1910.8467016261905,1918.5115530316834,1918.7992496637607,4697,4434.25
2023-01-16T16:00:00Z,1919.2,1919.4,1916.6,1916.6,1911.0723211702614,1918.3295003619992,1918.2494372478204,4785,4281.8
2023-01-16T17:00:00Z,1916.6,1917.1,1915.8,1917,1911.3047791635845,1918.202881279904,1917.9370779358653,1750,4147.1
2023-01-16T18:00:00Z,1916.8,1917.6,1916.7,1917.4,1911.5438074316792,1918.1264163961037,1917.802808451899,539,4037.65
2023-01-16T19:00:00Z,1917.5,1918.9,1917.1,1918.3,1911.8087561598486,1918.1429481679033,1917.9271063389242,409,3891.75
2023-01-16T23:00:00Z,1918.4,1921.3,1917.5,1920.6,1912.1535108202468,1918.3769531042935,1918.5953297541932,1521,3868.7
2023-01-17T00:00:00Z,1920.7,1921.8,1919.7,1921.2,1912.5082751018058,1918.6458147134085,1919.246497315645,2056,3758.1
2023-01-17T01:00:00Z,1921.2,1921.7,1915.6,1915.9,1912.6412839213428,1918.3843085502267,1918.4098729867337,4604,3790.5
2023-01-17T02:00:00Z,1915.8,1918.9,1911.3,1913.4,1912.6710374930549,1917.9096124978241,1917.1574047400504,5811,3970.6
2023-01-17T03:00:00Z,1913.3,1914.1,1912.1,1912.8,1912.6760948462684,1917.4229827361266,1916.0680535550377,3137,4046.7
2023-01-17T04:00:00Z,1912.9,1914.5,1910.6,1913.9,1912.7240911268068,1917.0874605707813,1915.5260401662783,3326,4029.05
2023-01-17T05:00:00Z,1914,1915.7,1911.2,1913.5,1912.7545189257555,1916.7457976592784,1915.0195301247088,2609,3940.8
2023-01-17T06:00:00Z,1913.5,1914.5,1909.2,1909.7,1912.6347338698436,1916.0747693107758,1913.6896475935316,4548,3936.65
2023-01-17T07:00:00Z,1909.6,1913.1,1909.5,1912.6,1912.6333717573007,1915.7438389002257,1913.4172356951487,4861,3894
2023-01-17T08:00:00Z,1912.6,1914.4,1911.3,1912,1912.6085336491712,1915.38728281449,1913.0629267713616,4778,3803.7
2023-01-17T09:00:00Z,1912.1,1913.2,1908.4,1909.1,1912.4709440943018,1914.7884939750147,1912.0721950785212,5337,3842.3
2023-01-17T10:00:00Z,1909.1,1910.4,1906.8,1909,1912.3348286396233,1914.2372088345371,1911.304146308891,6687,3966.8
2023-01-17T11:00:00Z,1908.9,1915.6,1908.8,1915.5,1912.458953006697,1914.3574746598192,1912.3531097316682,5782,4089.65
